#date,rate
2010-01-04,0.553
2010-01-05,0.552
2010-01-06,0.550
2010-01-07,0.548
2010-01-08,0.545
2010-01-11,0.544
2010-01-12,0.542
2010-01-13,0.542
2010-01-14,0.541
2010-01-15,0.540
2010-01-18,0.537
2010-01-19,0.535
2010-01-20,0.532
2010-01-21,0.530
2010-01-22,0.528
2010-01-25,0.526
2010-01-26,0.526
2010-01-27,0.525
2010-01-28,0.526
2010-01-29,0.526
2010-02-01,0.526
2010-02-02,0.525
2010-02-03,0.525
2010-02-04,0.525
2010-02-05,0.523
2010-02-08,0.522
2010-02-09,0.520
2010-02-10,0.522
2010-02-11,0.522
2010-02-12,0.523
2010-02-15,0.522
2010-02-16,0.522
2010-02-17,0.523
2010-02-18,0.52
2010-02-19,0.522
2010-02-22,0.521
2010-02-23,0.521
2010-02-24,0.52
2010-02-25,0.519
2010-02-26,0.516
2010-03-01,0.516
2010-03-02,0.515
2010-03-03,0.514
2010-03-04,0.515
2010-03-05,0.515
2010-03-08,0.514
2010-03-09,0.512
2010-03-10,0.51
2010-03-11,0.509
2010-03-12,0.507
2010-03-15,0.507
2010-03-16,0.507
2010-03-17,0.505
2010-03-18,0.503
2010-03-19,0.503
2010-03-22,0.503
2010-03-23,0.501
2010-03-24,0.501
2010-03-25,0.501
2010-03-26,0.501
2010-03-29,0.5
2010-03-30,0.5
2010-03-31,0.5
2010-04-01,0.501
2010-04-06,0.502
2010-04-07,0.501
2010-04-08,0.501
2010-04-09,0.502
2010-04-12,0.503
2010-04-13,0.503
2010-04-14,0.504
2010-04-15,0.504
2010-04-16,0.505
2010-04-19,0.506
2010-04-20,0.504
2010-04-21,0.504
2010-04-22,0.504
2010-04-23,0.503
2010-04-26,0.503
2010-04-27,0.505
2010-04-28,0.509
2010-04-29,0.513
2010-04-30,0.516
2010-05-03,0.515
2010-05-04,0.517
2010-05-05,0.52
2010-05-06,0.523
2010-05-07,0.525
2010-05-10,0.524
2010-05-11,0.524
2010-05-12,0.525
2010-05-13,0.525
2010-05-14,0.526
2010-05-17,0.526
2010-05-18,0.527
2010-05-19,0.527
2010-05-20,0.528
2010-05-21,0.53
2010-05-24,0.529
2010-05-25,0.528
2010-05-26,0.529
2010-05-27,0.529
