#date,rate
2010-01-04,0.393
2010-01-05,0.393
2010-01-06,0.387
2010-01-07,0.385
2010-01-08,0.382
2010-01-11,0.379
2010-01-12,0.375
2010-01-13,0.373
2010-01-14,0.372
2010-01-15,0.372
2010-01-18,0.370
2010-01-19,0.368
2010-01-20,0.365
2010-01-21,0.364
2010-01-22,0.362
2010-01-25,0.363
2010-01-26,0.362
2010-01-27,0.361
2010-01-28,0.361
2010-01-29,0.361
2010-02-01,0.361
2010-02-02,0.362
2010-02-03,0.362
2010-02-04,0.362
2010-02-05,0.363
2010-02-08,0.361
2010-02-09,0.361
2010-02-10,0.362
2010-02-11,0.362
2010-02-12,0.362
2010-02-15,0.362
2010-02-16,0.362
2010-02-17,0.361
2010-02-18,0.362
2010-02-19,0.363
2010-02-22,0.363
2010-02-23,0.362
2010-02-24,0.361
2010-02-25,0.361
2010-02-26,0.361
2010-03-01,0.361
2010-03-02,0.361
2010-03-03,0.36
2010-03-04,0.361
2010-03-05,0.361
2010-03-08,0.359
2010-03-09,0.358
2010-03-10,0.357
2010-03-11,0.357
2010-03-12,0.357
2010-03-15,0.357
2010-03-16,0.358
2010-03-17,0.357
2010-03-18,0.356
2010-03-19,0.357
2010-03-22,0.357
2010-03-23,0.356
2010-03-24,0.357
2010-03-25,0.357
2010-03-26,0.357
2010-03-29,0.358
2010-03-30,0.358
2010-03-31,0.357
2010-04-01,0.358
2010-04-06,0.358
2010-04-07,0.358
2010-04-08,0.358
2010-04-09,0.358
2010-04-12,0.357
2010-04-13,0.359
2010-04-14,0.358
2010-04-15,0.358
2010-04-16,0.359
2010-04-19,0.359
2010-04-20,0.357
2010-04-21,0.357
2010-04-22,0.358
2010-04-23,0.359
2010-04-26,0.36
2010-04-27,0.362
2010-04-28,0.364
2010-04-29,0.365
2010-04-30,0.366
2010-05-03,0.367
2010-05-04,0.368
2010-05-05,0.369
2010-05-06,0.372
2010-05-07,0.375
2010-05-10,0.375
2010-05-11,0.375
2010-05-12,0.375
2010-05-13,0.373
2010-05-14,0.373
2010-05-17,0.373
2010-05-18,0.375
2010-05-19,0.376
2010-05-20,0.375
2010-05-21,0.375
2010-05-24,0.374
2010-05-25,0.375
2010-05-26,0.375
2010-05-27,0.375
2010-05-28,0.375
2010-05-31,0.376
2010-06-01,0.375
2010-06-02,0.376
2010-06-03,0.376
2010-06-04,0.376
2010-06-07,0.377
2010-06-08,0.377
2010-06-09,0.377
2010-06-10,0.379
2010-06-11,0.379
2010-06-14,0.379
2010-06-15,0.381
2010-06-16,0.383
2010-06-17,0.385
2010-06-18,0.387
2010-06-21,0.389
2010-06-22,0.393
2010-06-23,0.399
2010-06-24,0.404
2010-06-25,0.412
2010-06-28,0.42
2010-06-29,0.43
2010-06-30,0.437
2010-07-01,0.46
2010-07-02,0.466
2010-07-05,0.469
2010-07-06,0.474
2010-07-07,0.48
2010-07-08,0.491
2010-07-09,0.506
2010-07-12,0.512
2010-07-13,0.52
2010-07-14,0.527
2010-07-15,0.534
2010-07-16,0.561
2010-07-19,0.577
2010-07-20,0.585
2010-07-21,0.592
2010-07-22,0.596
2010-07-23,0.598
2010-07-26,0.6
2010-07-27,0.603
2010-07-28,0.605
2010-07-29,0.606
2010-07-30,0.603
2010-08-02,0.6
2010-08-03,0.598
2010-08-04,0.595
2010-08-05,0.596
2010-08-06,0.596
2010-08-09,0.593
2010-08-10,0.591
2010-08-11,0.59
